dates;spei01;prov
16/08/2007;NA;SPEI_compilé
16/09/2007;NA;SPEI_compilé
16/10/2007;NA;SPEI_compilé
16/11/2007;NA;SPEI_compilé
16/12/2007;NA;SPEI_compilé
16/01/2008;NA;SPEI_compilé
15/02/2008;NA;SPEI_compilé
16/03/2008;NA;SPEI_compilé
16/04/2008;NA;SPEI_compilé
16/05/2008;NA;SPEI_compilé
16/06/2008;NA;SPEI_compilé
16/07/2008;NA;SPEI_compilé
16/08/2008;NA;SPEI_compilé
16/09/2008;NA;SPEI_compilé
16/10/2008;NA;SPEI_compilé
16/11/2008;NA;SPEI_compilé
16/12/2008;NA;SPEI_compilé
16/01/2009;NA;SPEI_compilé
15/02/2009;NA;SPEI_compilé
16/03/2009;NA;SPEI_compilé
16/04/2009;NA;SPEI_compilé
16/05/2009;NA;SPEI_compilé
16/06/2009;NA;SPEI_compilé
16/07/2009;NA;SPEI_compilé
16/08/2009;NA;SPEI_compilé
16/09/2009;NA;SPEI_compilé
16/10/2009;NA;SPEI_compilé
16/11/2009;NA;SPEI_compilé
16/12/2009;NA;SPEI_compilé
16/01/2010;NA;SPEI_compilé
15/02/2010;NA;SPEI_compilé
16/03/2010;NA;SPEI_compilé
16/04/2010;NA;SPEI_compilé
16/05/2010;NA;SPEI_compilé
16/06/2010;NA;SPEI_compilé
16/07/2010;NA;SPEI_compilé
16/08/2010;NA;SPEI_compilé
16/09/2010;NA;SPEI_compilé
16/10/2010;NA;SPEI_compilé
16/11/2010;NA;SPEI_compilé
16/12/2010;NA;SPEI_compilé
16/01/2011;NA;SPEI_compilé
15/02/2011;NA;SPEI_compilé
16/03/2011;NA;SPEI_compilé
16/04/2011;NA;SPEI_compilé
16/05/2011;NA;SPEI_compilé
16/06/2011;NA;SPEI_compilé
16/07/2011;NA;SPEI_compilé
16/08/2011;NA;SPEI_compilé
16/09/2011;NA;SPEI_compilé
16/10/2011;NA;SPEI_compilé
16/11/2011;NA;SPEI_compilé
16/12/2011;NA;SPEI_compilé
16/01/2012;NA;SPEI_compilé
15/02/2012;NA;SPEI_compilé
16/03/2012;NA;SPEI_compilé
16/04/2012;NA;SPEI_compilé
16/05/2012;NA;SPEI_compilé
16/06/2012;NA;SPEI_compilé
16/07/2012;NA;SPEI_compilé
16/08/2012;NA;SPEI_compilé
16/09/2012;NA;SPEI_compilé
16/10/2012;NA;SPEI_compilé
16/11/2012;NA;SPEI_compilé
16/12/2012;NA;SPEI_compilé
16/01/2013;NA;SPEI_compilé
15/02/2013;NA;SPEI_compilé
16/03/2013;NA;SPEI_compilé
16/04/2013;NA;SPEI_compilé
16/05/2013;NA;SPEI_compilé
16/06/2013;NA;SPEI_compilé
16/07/2013;NA;SPEI_compilé
16/08/2013;NA;SPEI_compilé
16/09/2013;NA;SPEI_compilé
16/10/2013;NA;SPEI_compilé
16/11/2013;NA;SPEI_compilé
16/12/2013;NA;SPEI_compilé
16/01/2014;NA;SPEI_compilé
15/02/2014;NA;SPEI_compilé
16/03/2014;NA;SPEI_compilé
16/04/2014;NA;SPEI_compilé
16/05/2014;NA;SPEI_compilé
16/06/2014;NA;SPEI_compilé
16/07/2014;NA;SPEI_compilé
16/08/2014;NA;SPEI_compilé
16/09/2014;NA;SPEI_compilé
16/10/2014;NA;SPEI_compilé
16/11/2014;NA;SPEI_compilé
16/12/2014;NA;SPEI_compilé
16/01/2015;NA;SPEI_compilé
15/02/2015;NA;SPEI_compilé
16/03/2015;NA;SPEI_compilé
16/04/2015;NA;SPEI_compilé
16/05/2015;NA;SPEI_compilé
16/06/2015;NA;SPEI_compilé
16/07/2015;NA;SPEI_compilé
16/08/2015;NA;SPEI_compilé
16/09/2015;NA;SPEI_compilé
16/10/2015;NA;SPEI_compilé
16/11/2015;NA;SPEI_compilé
16/12/2015;NA;SPEI_compilé
16/01/2016;NA;SPEI_compilé
15/02/2016;NA;SPEI_compilé
16/03/2016;NA;SPEI_compilé
16/04/2016;NA;SPEI_compilé
16/05/2016;NA;SPEI_compilé
16/06/2016;NA;SPEI_compilé
16/07/2016;NA;SPEI_compilé
16/08/2016;NA;SPEI_compilé
16/09/2016;NA;SPEI_compilé
16/10/2016;NA;SPEI_compilé
16/11/2016;NA;SPEI_compilé
16/12/2016;NA;SPEI_compilé
16/01/2017;NA;SPEI_compilé
15/02/2017;NA;SPEI_compilé
16/03/2017;NA;SPEI_compilé
16/04/2017;NA;SPEI_compilé
16/05/2017;NA;SPEI_compilé
16/06/2017;NA;SPEI_compilé
16/07/2017;NA;SPEI_compilé
16/08/2017;NA;SPEI_compilé
16/09/2017;NA;SPEI_compilé
16/10/2017;NA;SPEI_compilé
16/11/2017;NA;SPEI_compilé
16/12/2017;NA;SPEI_compilé
16/01/2018;NA;SPEI_compilé
15/02/2018;NA;SPEI_compilé
16/03/2018;NA;SPEI_compilé
16/04/2018;NA;SPEI_compilé
16/05/2018;NA;SPEI_compilé
16/06/2018;NA;SPEI_compilé
16/07/2018;NA;SPEI_compilé
16/08/2018;NA;SPEI_compilé
16/09/2018;NA;SPEI_compilé
16/10/2018;NA;SPEI_compilé
16/11/2018;NA;SPEI_compilé
16/12/2018;NA;SPEI_compilé
16/01/2019;NA;SPEI_compilé
15/02/2019;NA;SPEI_compilé
16/03/2019;NA;SPEI_compilé
16/04/2019;NA;SPEI_compilé
16/05/2019;NA;SPEI_compilé
16/06/2019;NA;SPEI_compilé
16/07/2019;NA;SPEI_compilé
16/08/2019;NA;SPEI_compilé
16/09/2019;NA;SPEI_compilé
16/10/2019;NA;SPEI_compilé
16/11/2019;NA;SPEI_compilé
16/12/2019;NA;SPEI_compilé
16/01/2020;NA;SPEI_compilé
15/02/2020;NA;SPEI_compilé
16/03/2020;NA;SPEI_compilé
16/04/2020;NA;SPEI_compilé
16/05/2020;NA;SPEI_compilé
16/06/2020;NA;SPEI_compilé
16/07/2020;NA;SPEI_compilé
16/08/2020;NA;SPEI_compilé
16/09/2020;NA;SPEI_compilé
16/10/2020;NA;SPEI_compilé
16/11/2020;NA;SPEI_compilé
16/12/2020;NA;SPEI_compilé
16/01/2021;NA;SPEI_compilé
15/02/2021;NA;SPEI_compilé
16/03/2021;NA;SPEI_compilé
16/04/2021;NA;SPEI_compilé
16/05/2021;NA;SPEI_compilé
16/06/2021;NA;SPEI_compilé
16/07/2021;NA;SPEI_compilé
16/08/2021;NA;SPEI_compilé
16/09/2021;NA;SPEI_compilé
16/10/2021;NA;SPEI_compilé
16/11/2021;NA;SPEI_compilé
16/12/2021;NA;SPEI_compilé
16/01/2022;NA;SPEI_compilé
15/02/2022;NA;SPEI_compilé
16/03/2022;NA;SPEI_compilé
16/04/2022;NA;SPEI_compilé
16/05/2022;NA;SPEI_compilé
16/06/2022;NA;SPEI_compilé
16/07/2022;NA;SPEI_compilé
16/08/2022;NA;SPEI_compilé
16/09/2022;NA;SPEI_compilé
16/10/2022;NA;SPEI_compilé
16/11/2022;NA;SPEI_compilé
16/12/2022;NA;SPEI_compilé
16/01/2023;NA;SPEI_compilé
15/02/2023;NA;SPEI_compilé
16/03/2023;NA;SPEI_compilé
16/04/2023;NA;SPEI_compilé
16/05/2023;NA;SPEI_compilé
16/06/2023;NA;SPEI_compilé
16/07/2023;NA;SPEI_compilé
16/08/2023;NA;SPEI_compilé
16/09/2023;NA;SPEI_compilé
16/10/2023;NA;SPEI_compilé
16/11/2023;NA;SPEI_compilé
16/12/2023;NA;SPEI_compilé
16/01/1901;NA;SPEI_compilé
15/02/1901;NA;SPEI_compilé
16/03/1901;NA;SPEI_compilé
16/04/1901;NA;SPEI_compilé
16/05/1901;NA;SPEI_compilé
16/06/1901;NA;SPEI_compilé
16/07/1901;NA;SPEI_compilé
16/08/1901;NA;SPEI_compilé
16/09/1901;NA;SPEI_compilé
16/10/1901;NA;SPEI_compilé
16/11/1901;NA;SPEI_compilé
16/12/1901;NA;SPEI_compilé
16/01/1902;NA;SPEI_compilé
15/02/1902;NA;SPEI_compilé
16/03/1902;NA;SPEI_compilé
16/04/1902;NA;SPEI_compilé
16/05/1902;NA;SPEI_compilé
16/06/1902;NA;SPEI_compilé
16/07/1902;NA;SPEI_compilé
16/08/1902;NA;SPEI_compilé
16/09/1902;NA;SPEI_compilé
16/10/1902;NA;SPEI_compilé
16/11/1902;NA;SPEI_compilé
16/12/1902;NA;SPEI_compilé
16/01/1903;NA;SPEI_compilé
15/02/1903;NA;SPEI_compilé
16/03/1903;NA;SPEI_compilé
16/04/1903;NA;SPEI_compilé
16/05/1903;NA;SPEI_compilé
16/06/1903;NA;SPEI_compilé
16/07/1903;NA;SPEI_compilé
16/08/1903;NA;SPEI_compilé
16/09/1903;NA;SPEI_compilé
16/10/1903;NA;SPEI_compilé
16/11/1903;NA;SPEI_compilé
16/12/1903;NA;SPEI_compilé
16/01/1904;NA;SPEI_compilé
15/02/1904;NA;SPEI_compilé
16/03/1904;NA;SPEI_compilé
16/04/1904;NA;SPEI_compilé
16/05/1904;NA;SPEI_compilé
16/06/1904;NA;SPEI_compilé
16/07/1904;NA;SPEI_compilé
16/08/1904;NA;SPEI_compilé
16/09/1904;NA;SPEI_compilé
16/10/1904;NA;SPEI_compilé
16/11/1904;NA;SPEI_compilé
16/12/1904;NA;SPEI_compilé
16/01/1905;NA;SPEI_compilé
15/02/1905;NA;SPEI_compilé
16/03/1905;NA;SPEI_compilé
16/04/1905;NA;SPEI_compilé
16/05/1905;NA;SPEI_compilé
16/06/1905;NA;SPEI_compilé
16/07/1905;NA;SPEI_compilé
16/08/1905;NA;SPEI_compilé
16/09/1905;NA;SPEI_compilé
16/10/1905;NA;SPEI_compilé
16/11/1905;NA;SPEI_compilé
16/12/1905;NA;SPEI_compilé
16/01/1906;NA;SPEI_compilé
15/02/1906;NA;SPEI_compilé
16/03/1906;NA;SPEI_compilé
16/04/1906;NA;SPEI_compilé
16/05/1906;NA;SPEI_compilé
16/06/1906;NA;SPEI_compilé
16/07/1906;NA;SPEI_compilé
16/08/1906;NA;SPEI_compilé
16/09/1906;NA;SPEI_compilé
16/10/1906;NA;SPEI_compilé
16/11/1906;NA;SPEI_compilé
16/12/1906;NA;SPEI_compilé
16/01/1907;NA;SPEI_compilé
15/02/1907;NA;SPEI_compilé
16/03/1907;NA;SPEI_compilé
16/04/1907;NA;SPEI_compilé
16/05/1907;NA;SPEI_compilé
16/06/1907;NA;SPEI_compilé
16/07/1907;NA;SPEI_compilé
16/08/1907;NA;SPEI_compilé
16/09/1907;NA;SPEI_compilé
16/10/1907;NA;SPEI_compilé
16/11/1907;NA;SPEI_compilé
16/12/1907;NA;SPEI_compilé
16/01/1908;NA;SPEI_compilé
15/02/1908;NA;SPEI_compilé
16/03/1908;NA;SPEI_compilé
16/04/1908;NA;SPEI_compilé
16/05/1908;NA;SPEI_compilé
16/06/1908;NA;SPEI_compilé
16/07/1908;NA;SPEI_compilé
16/08/1908;NA;SPEI_compilé
16/09/1908;NA;SPEI_compilé
16/10/1908;NA;SPEI_compilé
16/11/1908;NA;SPEI_compilé
16/12/1908;NA;SPEI_compilé
16/01/1909;NA;SPEI_compilé
15/02/1909;NA;SPEI_compilé
16/03/1909;NA;SPEI_compilé
16/04/1909;NA;SPEI_compilé
16/05/1909;NA;SPEI_compilé
16/06/1909;NA;SPEI_compilé
16/07/1909;NA;SPEI_compilé
16/08/1909;NA;SPEI_compilé
16/09/1909;NA;SPEI_compilé
16/10/1909;NA;SPEI_compilé
16/11/1909;NA;SPEI_compilé
16/12/1909;NA;SPEI_compilé
16/01/1910;NA;SPEI_compilé
15/02/1910;NA;SPEI_compilé
16/03/1910;NA;SPEI_compilé
16/04/1910;NA;SPEI_compilé
16/05/1910;NA;SPEI_compilé
16/06/1910;NA;SPEI_compilé
16/07/1910;NA;SPEI_compilé
16/08/1910;NA;SPEI_compilé
16/09/1910;NA;SPEI_compilé
16/10/1910;NA;SPEI_compilé
16/11/1910;NA;SPEI_compilé
16/12/1910;NA;SPEI_compilé
16/01/1911;NA;SPEI_compilé
15/02/1911;NA;SPEI_compilé
16/03/1911;NA;SPEI_compilé
16/04/1911;NA;SPEI_compilé
16/05/1911;NA;SPEI_compilé
16/06/1911;NA;SPEI_compilé
16/07/1911;NA;SPEI_compilé
16/08/1911;NA;SPEI_compilé
16/09/1911;NA;SPEI_compilé
16/10/1911;NA;SPEI_compilé
16/11/1911;NA;SPEI_compilé
16/12/1911;NA;SPEI_compilé
16/01/1912;NA;SPEI_compilé
15/02/1912;NA;SPEI_compilé
16/03/1912;NA;SPEI_compilé
16/04/1912;NA;SPEI_compilé
16/05/1912;NA;SPEI_compilé
16/06/1912;NA;SPEI_compilé
16/07/1912;NA;SPEI_compilé
16/08/1912;NA;SPEI_compilé
16/09/1912;NA;SPEI_compilé
16/10/1912;NA;SPEI_compilé
16/11/1912;NA;SPEI_compilé
16/12/1912;NA;SPEI_compilé
16/01/1913;NA;SPEI_compilé
15/02/1913;NA;SPEI_compilé
16/03/1913;NA;SPEI_compilé
16/04/1913;NA;SPEI_compilé
16/05/1913;NA;SPEI_compilé
16/06/1913;NA;SPEI_compilé
16/07/1913;NA;SPEI_compilé
16/08/1913;NA;SPEI_compilé
16/09/1913;NA;SPEI_compilé
16/10/1913;NA;SPEI_compilé
16/11/1913;NA;SPEI_compilé
16/12/1913;NA;SPEI_compilé
16/01/1914;NA;SPEI_compilé
15/02/1914;NA;SPEI_compilé
16/03/1914;NA;SPEI_compilé
16/04/1914;NA;SPEI_compilé
16/05/1914;NA;SPEI_compilé
16/06/1914;NA;SPEI_compilé
16/07/1914;NA;SPEI_compilé
16/08/1914;NA;SPEI_compilé
16/09/1914;NA;SPEI_compilé
16/10/1914;NA;SPEI_compilé
16/11/1914;NA;SPEI_compilé
16/12/1914;NA;SPEI_compilé
16/01/1915;NA;SPEI_compilé
15/02/1915;NA;SPEI_compilé
16/03/1915;NA;SPEI_compilé
16/04/1915;NA;SPEI_compilé
16/05/1915;NA;SPEI_compilé
16/06/1915;NA;SPEI_compilé
16/07/1915;NA;SPEI_compilé
16/08/1915;NA;SPEI_compilé
16/09/1915;NA;SPEI_compilé
16/10/1915;NA;SPEI_compilé
16/11/1915;NA;SPEI_compilé
16/12/1915;NA;SPEI_compilé
16/01/1916;NA;SPEI_compilé
15/02/1916;NA;SPEI_compilé
16/03/1916;NA;SPEI_compilé
16/04/1916;NA;SPEI_compilé
16/05/1916;NA;SPEI_compilé
16/06/1916;NA;SPEI_compilé
16/07/1916;NA;SPEI_compilé
16/08/1916;NA;SPEI_compilé
16/09/1916;NA;SPEI_compilé
16/10/1916;NA;SPEI_compilé
16/11/1916;NA;SPEI_compilé
16/12/1916;NA;SPEI_compilé
16/01/1917;NA;SPEI_compilé
15/02/1917;NA;SPEI_compilé
16/03/1917;NA;SPEI_compilé
16/04/1917;NA;SPEI_compilé
16/05/1917;NA;SPEI_compilé
16/06/1917;NA;SPEI_compilé
16/07/1917;NA;SPEI_compilé
16/08/1917;NA;SPEI_compilé
16/09/1917;NA;SPEI_compilé
16/10/1917;NA;SPEI_compilé
16/11/1917;NA;SPEI_compilé
16/12/1917;NA;SPEI_compilé
16/01/1918;NA;SPEI_compilé
15/02/1918;NA;SPEI_compilé
16/03/1918;NA;SPEI_compilé
16/04/1918;NA;SPEI_compilé
16/05/1918;NA;SPEI_compilé
16/06/1918;NA;SPEI_compilé
16/07/1918;NA;SPEI_compilé
16/08/1918;NA;SPEI_compilé
16/09/1918;NA;SPEI_compilé
16/10/1918;NA;SPEI_compilé
16/11/1918;NA;SPEI_compilé
16/12/1918;NA;SPEI_compilé
16/01/1919;NA;SPEI_compilé
15/02/1919;NA;SPEI_compilé
16/03/1919;NA;SPEI_compilé
16/04/1919;NA;SPEI_compilé
16/05/1919;NA;SPEI_compilé
16/06/1919;NA;SPEI_compilé
16/07/1919;NA;SPEI_compilé
16/08/1919;NA;SPEI_compilé
16/09/1919;NA;SPEI_compilé
16/10/1919;NA;SPEI_compilé
16/11/1919;NA;SPEI_compilé
16/12/1919;NA;SPEI_compilé
16/01/1920;NA;SPEI_compilé
15/02/1920;NA;SPEI_compilé
16/03/1920;NA;SPEI_compilé
16/04/1920;NA;SPEI_compilé
16/05/1920;NA;SPEI_compilé
16/06/1920;NA;SPEI_compilé
16/07/1920;NA;SPEI_compilé
16/08/1920;NA;SPEI_compilé
16/09/1920;NA;SPEI_compilé
16/10/1920;NA;SPEI_compilé
16/11/1920;NA;SPEI_compilé
16/12/1920;NA;SPEI_compilé
16/01/1921;NA;SPEI_compilé
15/02/1921;NA;SPEI_compilé
16/03/1921;NA;SPEI_compilé
16/04/1921;NA;SPEI_compilé
16/05/1921;NA;SPEI_compilé
16/06/1921;NA;SPEI_compilé
16/07/1921;NA;SPEI_compilé
16/08/1921;NA;SPEI_compilé
16/09/1921;NA;SPEI_compilé
16/10/1921;NA;SPEI_compilé
16/11/1921;NA;SPEI_compilé
16/12/1921;NA;SPEI_compilé
16/01/1922;NA;SPEI_compilé
15/02/1922;NA;SPEI_compilé
16/03/1922;NA;SPEI_compilé
16/04/1922;NA;SPEI_compilé
16/05/1922;NA;SPEI_compilé
16/06/1922;NA;SPEI_compilé
16/07/1922;NA;SPEI_compilé
16/08/1922;NA;SPEI_compilé
16/09/1922;NA;SPEI_compilé
16/10/1922;NA;SPEI_compilé
16/11/1922;NA;SPEI_compilé
16/12/1922;NA;SPEI_compilé
16/01/1923;NA;SPEI_compilé
15/02/1923;NA;SPEI_compilé
16/03/1923;NA;SPEI_compilé
16/04/1923;NA;SPEI_compilé
16/05/1923;NA;SPEI_compilé
16/06/1923;NA;SPEI_compilé
16/07/1923;NA;SPEI_compilé
16/08/1923;NA;SPEI_compilé
16/09/1923;NA;SPEI_compilé
16/10/1923;NA;SPEI_compilé
16/11/1923;NA;SPEI_compilé
16/12/1923;NA;SPEI_compilé
16/01/1924;NA;SPEI_compilé
15/02/1924;NA;SPEI_compilé
16/03/1924;NA;SPEI_compilé
16/04/1924;NA;SPEI_compilé
16/05/1924;NA;SPEI_compilé
16/06/1924;NA;SPEI_compilé
16/07/1924;NA;SPEI_compilé
16/08/1924;NA;SPEI_compilé
16/09/1924;NA;SPEI_compilé
16/10/1924;NA;SPEI_compilé
16/11/1924;NA;SPEI_compilé
16/12/1924;NA;SPEI_compilé
16/01/1925;NA;SPEI_compilé
15/02/1925;NA;SPEI_compilé
16/03/1925;NA;SPEI_compilé
16/04/1925;NA;SPEI_compilé
16/05/1925;NA;SPEI_compilé
16/06/1925;NA;SPEI_compilé
16/07/1925;NA;SPEI_compilé
16/08/1925;NA;SPEI_compilé
16/09/1925;NA;SPEI_compilé
16/10/1925;NA;SPEI_compilé
16/11/1925;NA;SPEI_compilé
16/12/1925;NA;SPEI_compilé
16/01/1926;NA;SPEI_compilé
15/02/1926;NA;SPEI_compilé
16/03/1926;NA;SPEI_compilé
16/04/1926;NA;SPEI_compilé
16/05/1926;NA;SPEI_compilé
16/06/1926;NA;SPEI_compilé
16/07/1926;NA;SPEI_compilé
16/08/1926;NA;SPEI_compilé
16/09/1926;NA;SPEI_compilé
16/10/1926;NA;SPEI_compilé
16/11/1926;NA;SPEI_compilé
16/12/1926;NA;SPEI_compilé
16/01/1927;NA;SPEI_compilé
15/02/1927;NA;SPEI_compilé
16/03/1927;NA;SPEI_compilé
16/04/1927;NA;SPEI_compilé
16/05/1927;NA;SPEI_compilé
16/06/1927;NA;SPEI_compilé
16/07/1927;NA;SPEI_compilé
16/08/1927;NA;SPEI_compilé
16/09/1927;NA;SPEI_compilé
16/10/1927;NA;SPEI_compilé
16/11/1927;NA;SPEI_compilé
16/12/1927;NA;SPEI_compilé
16/01/1928;NA;SPEI_compilé
15/02/1928;NA;SPEI_compilé
16/03/1928;NA;SPEI_compilé
16/04/1928;NA;SPEI_compilé
16/05/1928;NA;SPEI_compilé
16/06/1928;NA;SPEI_compilé
16/07/1928;NA;SPEI_compilé
16/08/1928;NA;SPEI_compilé
16/09/1928;NA;SPEI_compilé
16/10/1928;NA;SPEI_compilé
16/11/1928;NA;SPEI_compilé
16/12/1928;NA;SPEI_compilé
16/01/1929;NA;SPEI_compilé
15/02/1929;NA;SPEI_compilé
16/03/1929;NA;SPEI_compilé
16/04/1929;NA;SPEI_compilé
16/05/1929;NA;SPEI_compilé
16/06/1929;NA;SPEI_compilé
16/07/1929;NA;SPEI_compilé
16/08/1929;NA;SPEI_compilé
16/09/1929;NA;SPEI_compilé
16/10/1929;NA;SPEI_compilé
16/11/1929;NA;SPEI_compilé
16/12/1929;NA;SPEI_compilé
16/01/1930;NA;SPEI_compilé
15/02/1930;NA;SPEI_compilé
16/03/1930;NA;SPEI_compilé
16/04/1930;NA;SPEI_compilé
16/05/1930;NA;SPEI_compilé
16/06/1930;NA;SPEI_compilé
16/07/1930;NA;SPEI_compilé
16/08/1930;NA;SPEI_compilé
16/09/1930;NA;SPEI_compilé
16/10/1930;NA;SPEI_compilé
16/11/1930;NA;SPEI_compilé
16/12/1930;NA;SPEI_compilé
16/01/1931;NA;SPEI_compilé
15/02/1931;NA;SPEI_compilé
16/03/1931;NA;SPEI_compilé
16/04/1931;NA;SPEI_compilé
16/05/1931;NA;SPEI_compilé
16/06/1931;NA;SPEI_compilé
16/07/1931;NA;SPEI_compilé
16/08/1931;NA;SPEI_compilé
16/09/1931;NA;SPEI_compilé
16/10/1931;NA;SPEI_compilé
16/11/1931;NA;SPEI_compilé
16/12/1931;NA;SPEI_compilé
16/01/1932;NA;SPEI_compilé
15/02/1932;NA;SPEI_compilé
16/03/1932;NA;SPEI_compilé
16/04/1932;NA;SPEI_compilé
16/05/1932;NA;SPEI_compilé
16/06/1932;NA;SPEI_compilé
16/07/1932;NA;SPEI_compilé
16/08/1932;NA;SPEI_compilé
16/09/1932;NA;SPEI_compilé
16/10/1932;NA;SPEI_compilé
16/11/1932;NA;SPEI_compilé
16/12/1932;NA;SPEI_compilé
16/01/1933;NA;SPEI_compilé
15/02/1933;NA;SPEI_compilé
16/03/1933;NA;SPEI_compilé
16/04/1933;NA;SPEI_compilé
16/05/1933;NA;SPEI_compilé
16/06/1933;NA;SPEI_compilé
16/07/1933;NA;SPEI_compilé
16/08/1933;NA;SPEI_compilé
16/09/1933;NA;SPEI_compilé
16/10/1933;NA;SPEI_compilé
16/11/1933;NA;SPEI_compilé
16/12/1933;NA;SPEI_compilé
16/01/1934;NA;SPEI_compilé
15/02/1934;NA;SPEI_compilé
16/03/1934;NA;SPEI_compilé
16/04/1934;NA;SPEI_compilé
16/05/1934;NA;SPEI_compilé
16/06/1934;NA;SPEI_compilé
16/07/1934;NA;SPEI_compilé
16/08/1934;NA;SPEI_compilé
16/09/1934;NA;SPEI_compilé
16/10/1934;NA;SPEI_compilé
16/11/1934;NA;SPEI_compilé
16/12/1934;NA;SPEI_compilé
16/01/1935;NA;SPEI_compilé
15/02/1935;NA;SPEI_compilé
16/03/1935;NA;SPEI_compilé
16/04/1935;NA;SPEI_compilé
16/05/1935;NA;SPEI_compilé
16/06/1935;NA;SPEI_compilé
16/07/1935;NA;SPEI_compilé
16/08/1935;NA;SPEI_compilé
16/09/1935;NA;SPEI_compilé
16/10/1935;NA;SPEI_compilé
16/11/1935;NA;SPEI_compilé
16/12/1935;NA;SPEI_compilé
16/01/1936;NA;SPEI_compilé
15/02/1936;NA;SPEI_compilé
16/03/1936;NA;SPEI_compilé
16/04/1936;NA;SPEI_compilé
16/05/1936;NA;SPEI_compilé
16/06/1936;NA;SPEI_compilé
16/07/1936;NA;SPEI_compilé
16/08/1936;NA;SPEI_compilé
16/09/1936;NA;SPEI_compilé
16/10/1936;NA;SPEI_compilé
16/11/1936;NA;SPEI_compilé
16/12/1936;NA;SPEI_compilé
16/01/1937;NA;SPEI_compilé
15/02/1937;NA;SPEI_compilé
16/03/1937;NA;SPEI_compilé
16/04/1937;NA;SPEI_compilé
16/05/1937;NA;SPEI_compilé
16/06/1937;NA;SPEI_compilé
16/07/1937;NA;SPEI_compilé
16/08/1937;NA;SPEI_compilé
16/09/1937;NA;SPEI_compilé
16/10/1937;NA;SPEI_compilé
16/11/1937;NA;SPEI_compilé
16/12/1937;NA;SPEI_compilé
16/01/1938;NA;SPEI_compilé
15/02/1938;NA;SPEI_compilé
16/03/1938;NA;SPEI_compilé
16/04/1938;NA;SPEI_compilé
16/05/1938;NA;SPEI_compilé
16/06/1938;NA;SPEI_compilé
16/07/1938;NA;SPEI_compilé
16/08/1938;NA;SPEI_compilé
16/09/1938;NA;SPEI_compilé
16/10/1938;NA;SPEI_compilé
16/11/1938;NA;SPEI_compilé
16/12/1938;NA;SPEI_compilé
16/01/1939;NA;SPEI_compilé
15/02/1939;NA;SPEI_compilé
16/03/1939;NA;SPEI_compilé
16/04/1939;NA;SPEI_compilé
16/05/1939;NA;SPEI_compilé
16/06/1939;NA;SPEI_compilé
16/07/1939;NA;SPEI_compilé
16/08/1939;NA;SPEI_compilé
16/09/1939;NA;SPEI_compilé
16/10/1939;NA;SPEI_compilé
16/11/1939;NA;SPEI_compilé
16/12/1939;NA;SPEI_compilé
16/01/1940;NA;SPEI_compilé
15/02/1940;NA;SPEI_compilé
16/03/1940;NA;SPEI_compilé
16/04/1940;NA;SPEI_compilé
16/05/1940;NA;SPEI_compilé
16/06/1940;NA;SPEI_compilé
16/07/1940;NA;SPEI_compilé
16/08/1940;NA;SPEI_compilé
16/09/1940;NA;SPEI_compilé
16/10/1940;NA;SPEI_compilé
16/11/1940;NA;SPEI_compilé
16/12/1940;NA;SPEI_compilé
16/01/1941;NA;SPEI_compilé
15/02/1941;NA;SPEI_compilé
16/03/1941;NA;SPEI_compilé
16/04/1941;NA;SPEI_compilé
16/05/1941;NA;SPEI_compilé
16/06/1941;NA;SPEI_compilé
16/07/1941;NA;SPEI_compilé
16/08/1941;NA;SPEI_compilé
16/09/1941;NA;SPEI_compilé
16/10/1941;NA;SPEI_compilé
16/11/1941;NA;SPEI_compilé
16/12/1941;NA;SPEI_compilé
16/01/1942;NA;SPEI_compilé
15/02/1942;NA;SPEI_compilé
16/03/1942;NA;SPEI_compilé
16/04/1942;NA;SPEI_compilé
16/05/1942;NA;SPEI_compilé
16/06/1942;NA;SPEI_compilé
16/07/1942;NA;SPEI_compilé
16/08/1942;NA;SPEI_compilé
16/09/1942;NA;SPEI_compilé
16/10/1942;NA;SPEI_compilé
16/11/1942;NA;SPEI_compilé
16/12/1942;NA;SPEI_compilé
16/01/1943;NA;SPEI_compilé
15/02/1943;NA;SPEI_compilé
16/03/1943;NA;SPEI_compilé
16/04/1943;NA;SPEI_compilé
16/05/1943;NA;SPEI_compilé
16/06/1943;NA;SPEI_compilé
16/07/1943;NA;SPEI_compilé
16/08/1943;NA;SPEI_compilé
16/09/1943;NA;SPEI_compilé
16/10/1943;NA;SPEI_compilé
16/11/1943;NA;SPEI_compilé
16/12/1943;NA;SPEI_compilé
16/01/1944;NA;SPEI_compilé
15/02/1944;NA;SPEI_compilé
16/03/1944;NA;SPEI_compilé
16/04/1944;NA;SPEI_compilé
16/05/1944;NA;SPEI_compilé
16/06/1944;NA;SPEI_compilé
16/07/1944;NA;SPEI_compilé
16/08/1944;NA;SPEI_compilé
16/09/1944;NA;SPEI_compilé
16/10/1944;NA;SPEI_compilé
16/11/1944;NA;SPEI_compilé
16/12/1944;NA;SPEI_compilé
16/01/1945;NA;SPEI_compilé
15/02/1945;NA;SPEI_compilé
16/03/1945;NA;SPEI_compilé
16/04/1945;NA;SPEI_compilé
16/05/1945;NA;SPEI_compilé
16/06/1945;NA;SPEI_compilé
16/07/1945;NA;SPEI_compilé
16/08/1945;NA;SPEI_compilé
16/09/1945;NA;SPEI_compilé
16/10/1945;NA;SPEI_compilé
16/11/1945;NA;SPEI_compilé
