dates,spei01,provenance
1999-04-16,0.8,LIGO
1999-05-16,-0.8,LIGO
1999-06-16,2.1,LIGO
1999-07-16,-0.7,LIGO
1999-08-16,-1.4,LIGO
1999-09-16,-1.2,LIGO
1999-10-16,-0.1,LIGO
1999-11-16,0.3,LIGO
1999-12-16,-0.9,LIGO
2000-01-16,0.7,LIGO
2000-02-15,0.2,LIGO
2000-03-16,2.4,LIGO
2000-04-16,-1.5,LIGO
2000-05-16,-0.3,LIGO
2000-06-16,-1.6,LIGO
2000-07-16,1.9,LIGO
2000-08-16,-0.9,LIGO
2000-09-16,0,LIGO
2000-10-16,-1.1,LIGO
2000-11-16,0.2,LIGO
2000-12-16,-0.2,LIGO
2001-01-16,-0.9,LIGO
2001-02-15,-0.4,LIGO
2001-03-16,1.3,LIGO
2001-04-16,1,LIGO
2001-05-16,-1,LIGO
2001-06-16,1.1,LIGO
2001-07-16,1.9,LIGO
2001-08-16,-0.8,LIGO
2001-09-16,2.2,LIGO
2001-10-16,-0.7,LIGO
2001-11-16,-0.5,LIGO
2001-12-16,-0.5,LIGO
2002-01-16,-0.4,LIGO
2002-02-15,0.9,LIGO
2002-03-16,-0.8,LIGO
2002-04-16,-0.3,LIGO
2002-05-16,0,LIGO
2002-06-16,-0.9,LIGO
2002-07-16,-0.1,LIGO
2002-08-16,1.3,LIGO
2002-09-16,-0.1,LIGO
2002-10-16,1.1,LIGO
2002-11-16,0.5,LIGO
2002-12-16,-0.9,LIGO
2003-01-16,1.2,LIGO
2003-02-15,-1.4,LIGO
2003-03-16,-1.3,LIGO
2003-04-16,-0.7,LIGO
2003-05-16,-0.7,LIGO
2003-06-16,-2,LIGO
2003-07-16,0.1,LIGO
2003-08-16,-2.4,LIGO
2003-09-16,-1,LIGO
2003-10-16,0.6,LIGO
2003-11-16,-1.3,LIGO
2003-12-16,0.6,LIGO
2004-01-16,0.3,LIGO
2004-02-15,0.9,LIGO
2004-03-16,1,LIGO
2004-04-16,-1,LIGO
2004-05-16,0.1,LIGO
2004-06-16,-0.2,LIGO
2004-07-16,-0.4,LIGO
2004-08-16,-0.5,LIGO
2004-09-16,-1.2,LIGO
2004-10-16,-0.4,LIGO
2004-11-16,1.4,LIGO
2004-12-16,-1.2,LIGO
2005-01-16,1.2,LIGO
2005-02-15,1.7,LIGO
2005-03-16,-0.6,LIGO
2005-04-16,-1,LIGO
2005-05-16,0.7,LIGO
2005-06-16,-1,LIGO
2005-07-16,0.7,LIGO
2005-08-16,-0.3,LIGO
2005-09-16,-0.9,LIGO
2005-10-16,-1.8,LIGO
2005-11-16,-0.8,LIGO
2005-12-16,2.5,LIGO
2006-01-16,-0.5,LIGO
2006-02-15,0.4,LIGO
2006-03-16,0.9,LIGO
2006-04-16,0.4,LIGO
2006-05-16,-0.5,LIGO
2006-06-16,-0.6,LIGO
2006-07-16,-2.2,LIGO
2006-08-16,2.3,LIGO
2006-09-16,-1.7,LIGO
2006-10-16,-0.5,LIGO
2006-11-16,0.8,LIGO
2006-12-16,-0.3,LIGO
2007-01-16,2,LIGO
2007-02-15,0.5,LIGO
2007-03-16,0.6,LIGO
2007-04-16,-2.2,LIGO
2007-05-16,0,LIGO
2007-06-16,0.1,LIGO
2007-07-16,0.3,LIGO
2007-08-16,-0.6,LIGO
2007-09-16,0.7,LIGO
2007-10-16,-0.5,LIGO
2007-11-16,0.4,LIGO
2007-12-16,-0.8,LIGO
2008-01-16,1.2,LIGO
2008-02-15,-1.3,LIGO
2008-03-16,0.8,LIGO
2008-04-16,1,LIGO
2008-05-16,-0.8,LIGO
2008-06-16,-1.9,LIGO
2008-07-16,-0.8,LIGO
2008-08-16,0.3,LIGO
2008-09-16,-0.3,LIGO
2008-10-16,0.5,LIGO
2008-11-16,-1.5,LIGO
2008-12-16,-1,LIGO
2009-01-16,-0.2,LIGO
2009-02-15,1.4,LIGO
2009-03-16,1.3,LIGO
2009-04-16,-2.3,LIGO
2009-05-16,0.5,LIGO
2009-06-16,2.2,LIGO
2009-07-16,0.3,LIGO
2009-08-16,-1.6,LIGO
2009-09-16,-1.3,LIGO
2009-10-16,1.2,LIGO
2009-11-16,-0.8,LIGO
2009-12-16,0.9,LIGO
2010-01-16,1.1,LIGO
2010-02-15,-0.8,LIGO
2010-03-16,0.3,LIGO
2010-04-16,-0.3,LIGO
2010-05-16,2.1,LIGO
2010-06-16,-0.8,LIGO
2010-07-16,0.2,LIGO
2010-08-16,1.5,LIGO
2010-09-16,1.8,LIGO
2010-10-16,-1.6,LIGO
2010-11-16,2.4,LIGO
2010-12-16,1.3,LIGO
2011-01-16,0.1,LIGO
2011-02-15,-1.2,LIGO
2011-03-16,-0.7,LIGO
2011-04-16,-1.5,LIGO
2011-05-16,-1.1,LIGO
2011-06-16,-0.4,LIGO
2011-07-16,2.1,LIGO
2011-08-16,-0.5,LIGO
2011-09-16,-0.9,LIGO
2011-10-16,-0.5,LIGO
2011-11-16,-2.2,LIGO
2011-12-16,0.2,LIGO
2012-01-16,1.8,LIGO
2012-02-15,1.2,LIGO
2012-03-16,-1.8,LIGO
2012-04-16,-1,LIGO
2012-05-16,-0.9,LIGO
2012-06-16,0.8,LIGO
2012-07-16,0.3,LIGO
2012-08-16,-0.8,LIGO
2012-09-16,-0.5,LIGO
2012-10-16,0.2,LIGO
2012-11-16,-0.3,LIGO
2012-12-16,-1,LIGO
2013-01-16,1.8,LIGO
2013-02-15,1,LIGO
2013-03-16,0.6,LIGO
2013-04-16,-0.7,LIGO
2013-05-16,1.7,LIGO
2013-06-16,2.2,LIGO
2013-07-16,-1.7,LIGO
2013-08-16,-1.3,LIGO
2013-09-16,1.5,LIGO
2013-10-16,-1.1,LIGO
2013-11-16,-0.8,LIGO
2013-12-16,-1.6,LIGO
2014-01-16,-0.5,LIGO
2014-02-15,-1.8,LIGO
2014-03-16,-1.5,LIGO
2014-04-16,-0.1,LIGO
2014-05-16,1.6,LIGO
2014-06-16,-0.9,LIGO
2014-07-16,0.3,LIGO
2014-08-16,0.7,LIGO
2014-09-16,0.5,LIGO
2014-10-16,0.3,LIGO
2014-11-16,-1.7,LIGO
2014-12-16,-0.2,LIGO
2015-01-16,1,LIGO
2015-02-15,-1.7,LIGO
2015-03-16,-0.6,LIGO
2015-04-16,-1.1,LIGO
2015-05-16,-0.7,LIGO
2015-06-16,-0.6,LIGO
2015-07-16,-0.9,LIGO
2015-08-16,-1.9,LIGO
2015-09-16,-0.3,LIGO
2015-10-16,0.2,LIGO
2015-11-16,0.3,LIGO
2015-12-16,-1.4,LIGO
2016-01-16,0.1,LIGO
2016-02-15,0.5,LIGO
2016-03-16,-0.3,LIGO
2016-04-16,-0.4,LIGO
2016-05-16,0.1,LIGO
2016-06-16,0,LIGO
2016-07-16,0.3,LIGO
2016-08-16,-0.6,LIGO
2016-09-16,-1.7,LIGO
2016-10-16,1.1,LIGO
2016-11-16,0,LIGO
2016-12-16,-0.3,LIGO
2017-01-16,-0.4,LIGO
2017-02-15,-0.4,LIGO
2017-03-16,-0.7,LIGO
2017-04-16,0,LIGO
2017-05-16,-1,LIGO
2017-06-16,0.1,LIGO
2017-07-16,0.7,LIGO
2017-08-16,0.3,LIGO
2017-09-16,0.6,LIGO
2017-10-16,1.1,LIGO
2017-11-16,0.3,LIGO
2017-12-16,-0.2,LIGO
2018-01-16,0.5,LIGO
2018-02-15,-1.2,LIGO
2018-03-16,0.4,LIGO
2018-04-16,-1.9,LIGO
2018-05-16,-1.6,LIGO
2018-06-16,-1,LIGO
2018-07-16,-0.2,LIGO
2018-08-16,-1.8,LIGO
2018-09-16,-0.3,LIGO
2018-10-16,-1.2,LIGO
2018-11-16,-1.2,LIGO
2018-12-16,1.4,LIGO
2019-01-16,1,LIGO
2019-02-15,-1.6,LIGO
2019-03-16,-0.6,LIGO
2019-04-16,-1.8,LIGO
2019-05-16,1.6,LIGO
2019-06-16,-1.9,LIGO
2019-07-16,-1.2,LIGO
2019-08-16,-1.3,LIGO
2019-09-16,-0.1,LIGO
2019-10-16,-0.7,LIGO
2019-11-16,-0.7,LIGO
2019-12-16,-0.5,LIGO
2020-01-16,-0.3,LIGO
2020-02-15,1.1,LIGO
2020-03-16,-1.4,LIGO
2020-04-16,-2.2,LIGO
2020-05-16,0.3,LIGO
2020-06-16,0.9,LIGO
2020-07-16,-0.7,LIGO
2020-08-16,0.2,LIGO
2020-09-16,-0.2,LIGO
2020-10-16,1.2,LIGO
2020-11-16,-1.5,LIGO
2020-12-16,-1.3,LIGO
2021-01-16,1,LIGO
2021-02-15,-0.2,LIGO
2021-03-16,-0.8,LIGO
2021-04-16,-0.2,LIGO
2021-05-16,0.8,LIGO
2021-06-16,-1.1,LIGO
2021-07-16,-0.2,LIGO
2021-08-16,1.5,LIGO
2021-09-16,-1.1,LIGO
2021-10-16,-1.1,LIGO
2021-11-16,0.3,LIGO
2021-12-16,-0.4,LIGO
2022-01-16,0,LIGO
2022-02-15,0.2,LIGO
2022-03-16,-2.2,LIGO
2022-04-16,-0.1,LIGO
2022-05-16,-1.3,LIGO
2022-06-16,-1.2,LIGO
2022-07-16,-1.6,LIGO
2022-08-16,-0.5,LIGO
2022-09-16,0.4,LIGO
2022-10-16,-1,LIGO
2022-11-16,-1.1,LIGO
2022-12-16,-0.6,LIGO
2023-01-16,0.4,LIGO
2023-02-15,0.4,LIGO
2023-03-16,0.1,LIGO
2023-04-16,0.6,LIGO
2023-05-16,-1.3,LIGO
2023-06-16,-0.4,LIGO
2023-07-16,-1,LIGO
2023-08-16,1.4,LIGO
2023-09-16,-2.2,LIGO
2023-10-16,1,LIGO
2023-11-16,1.5,LIGO
2023-12-16,1.5,LIGO
1901-01-16,-0.1,LIPO
1901-02-15,-0.2,LIPO
1901-03-16,0.2,LIPO
1901-04-16,0,LIPO
1901-05-16,-1.1,LIPO
1901-06-16,-0.6,LIPO
1901-07-16,-1.3,LIPO
1901-08-16,0,LIPO
1901-09-16,-0.7,LIPO
1901-10-16,-0.2,LIPO
1901-11-16,1,LIPO
1901-12-16,0.9,LIPO
1902-01-16,0,LIPO
1902-02-15,-0.4,LIPO
1902-03-16,1.3,LIPO
1902-04-16,0.4,LIPO
1902-05-16,0.4,LIPO
1902-06-16,-0.5,LIPO
1902-07-16,0.3,LIPO
1902-08-16,0.2,LIPO
1902-09-16,0.1,LIPO
1902-10-16,-0.2,LIPO
1902-11-16,-1.2,LIPO
1902-12-16,0.5,LIPO
1903-01-16,0.5,LIPO
1903-02-15,-0.2,LIPO
1903-03-16,-1.2,LIPO
1903-04-16,1.9,LIPO
1903-05-16,0.2,LIPO
1903-06-16,-0.5,LIPO
1903-07-16,-0.4,LIPO
1903-08-16,1.4,LIPO
1903-09-16,-1.1,LIPO
1903-10-16,0.3,LIPO
1903-11-16,-0.2,LIPO
1903-12-16,-0.9,LIPO
1904-01-16,-0.4,LIPO
1904-02-15,0.3,LIPO
1904-03-16,-0.5,LIPO
1904-04-16,1.2,LIPO
1904-05-16,0.9,LIPO
1904-06-16,-0.4,LIPO
1904-07-16,-1.3,LIPO
1904-08-16,-0.6,LIPO
1904-09-16,-0.9,LIPO
1904-10-16,0.9,LIPO
1904-11-16,1.4,LIPO
1904-12-16,0,LIPO
1905-01-16,1,LIPO
1905-02-15,0.2,LIPO
1905-03-16,-0.6,LIPO
1905-04-16,1.5,LIPO
1905-05-16,-0.7,LIPO
1905-06-16,-0.8,LIPO
1905-07-16,0.9,LIPO
1905-08-16,0.3,LIPO
1905-09-16,0.2,LIPO
1905-10-16,1.6,LIPO
1905-11-16,0.8,LIPO
1905-12-16,-0.5,LIPO
1906-01-16,-0.3,LIPO
1906-02-15,-0.6,LIPO
1906-03-16,1,LIPO
1906-04-16,-1.4,LIPO
1906-05-16,-0.5,LIPO
1906-06-16,1.1,LIPO
1906-07-16,-0.7,LIPO
1906-08-16,0.6,LIPO
1906-09-16,0.6,LIPO
1906-10-16,-0.4,LIPO
1906-11-16,-0.7,LIPO
1906-12-16,0.5,LIPO
1907-01-16,0.4,LIPO
1907-02-15,0.8,LIPO
1907-03-16,1.3,LIPO
1907-04-16,0.3,LIPO
1907-05-16,-1.4,LIPO
1907-06-16,0.4,LIPO
1907-07-16,1.2,LIPO
1907-08-16,1.2,LIPO
1907-09-16,0,LIPO
1907-10-16,-2.4,LIPO
1907-11-16,-0.5,LIPO
1907-12-16,1.2,LIPO
1908-01-16,-0.1,LIPO
1908-02-15,0.6,LIPO
1908-03-16,0.6,LIPO
1908-04-16,0.9,LIPO
1908-05-16,1.3,LIPO
1908-06-16,-0.7,LIPO
1908-07-16,0.3,LIPO
1908-08-16,0.3,LIPO
1908-09-16,0.6,LIPO
1908-10-16,-0.9,LIPO
1908-11-16,-0.2,LIPO
1908-12-16,-0.7,LIPO
1909-01-16,-0.4,LIPO
1909-02-15,1.5,LIPO
1909-03-16,-0.2,LIPO
1909-04-16,0.5,LIPO
1909-05-16,0,LIPO
1909-06-16,-0.4,LIPO
1909-07-16,1,LIPO
1909-08-16,-0.5,LIPO
1909-09-16,-1,LIPO
1909-10-16,-2.1,LIPO
1909-11-16,1.1,LIPO
1909-12-16,-0.2,LIPO
1910-01-16,-1.3,LIPO
1910-02-15,-1,LIPO
1910-03-16,-0.4,LIPO
1910-04-16,0.4,LIPO
1910-05-16,-0.6,LIPO
1910-06-16,-0.2,LIPO
1910-07-16,1,LIPO
1910-08-16,0.6,LIPO
1910-09-16,0.1,LIPO
1910-10-16,-1.1,LIPO
1910-11-16,1.1,LIPO
1910-12-16,-0.9,LIPO
1911-01-16,0.5,LIPO
1911-02-15,2.5,LIPO
1911-03-16,0.1,LIPO
1911-04-16,-0.2,LIPO
1911-05-16,0.3,LIPO
1911-06-16,0.7,LIPO
1911-07-16,-1,LIPO
1911-08-16,-1.4,LIPO
1911-09-16,-0.7,LIPO
1911-10-16,-1,LIPO
1911-11-16,-1.2,LIPO
1911-12-16,0.3,LIPO
1912-01-16,0.7,LIPO
1912-02-15,0.6,LIPO
1912-03-16,-0.2,LIPO
1912-04-16,0.6,LIPO
1912-05-16,0.5,LIPO
1912-06-16,-0.4,LIPO
1912-07-16,-1.5,LIPO
1912-08-16,1.7,LIPO
1912-09-16,1.1,LIPO
1912-10-16,0.4,LIPO
1912-11-16,1,LIPO
1912-12-16,0.6,LIPO
1913-01-16,-1.1,LIPO
1913-02-15,-0.1,LIPO
1913-03-16,-0.3,LIPO
1913-04-16,-0.3,LIPO
1913-05-16,-0.4,LIPO
1913-06-16,0.6,LIPO
1913-07-16,0,LIPO
1913-08-16,0.9,LIPO
1913-09-16,0.1,LIPO
1913-10-16,-0.3,LIPO
1913-11-16,0.3,LIPO
1913-12-16,2,LIPO
1914-01-16,-0.3,LIPO
1914-02-15,-1.7,LIPO
1914-03-16,0.7,LIPO
1914-04-16,-0.2,LIPO
1914-05-16,0.6,LIPO
1914-06-16,-0.7,LIPO
1914-07-16,0.1,LIPO
1914-08-16,-1,LIPO
1914-09-16,2,LIPO
1914-10-16,1.1,LIPO
1914-11-16,-0.1,LIPO
1914-12-16,0.5,LIPO
1915-01-16,0.2,LIPO
1915-02-15,-1.2,LIPO
1915-03-16,2.1,LIPO
1915-04-16,-0.5,LIPO
1915-05-16,-1.2,LIPO
1915-06-16,-2.1,LIPO
1915-07-16,-0.1,LIPO
1915-08-16,0.4,LIPO
1915-09-16,1.2,LIPO
1915-10-16,0,LIPO
1915-11-16,0.9,LIPO
1915-12-16,0.4,LIPO
1916-01-16,2,LIPO
1916-02-15,-0.9,LIPO
1916-03-16,-1.7,LIPO
1916-04-16,-0.1,LIPO
1916-05-16,-1,LIPO
1916-06-16,1,LIPO
1916-07-16,0.3,LIPO
1916-08-16,0.3,LIPO
1916-09-16,0,LIPO
1916-10-16,0.9,LIPO
1916-11-16,-0.6,LIPO
1916-12-16,0.5,LIPO
1917-01-16,0.4,LIPO
1917-02-15,0.1,LIPO
1917-03-16,1.3,LIPO
1917-04-16,1.2,LIPO
1917-05-16,-1.8,LIPO
1917-06-16,-1.8,LIPO
1917-07-16,-0.5,LIPO
1917-08-16,-0.4,LIPO
1917-09-16,-1.1,LIPO
1917-10-16,0.4,LIPO
1917-11-16,0.4,LIPO
1917-12-16,0.9,LIPO
1918-01-16,-0.8,LIPO
1918-02-15,0.4,LIPO
1918-03-16,-0.7,LIPO
1918-04-16,-1.3,LIPO
1918-05-16,-1,LIPO
1918-06-16,0.4,LIPO
1918-07-16,0.3,LIPO
1918-08-16,1.2,LIPO
1918-09-16,-0.6,LIPO
1918-10-16,-1.3,LIPO
1918-11-16,-0.4,LIPO
1918-12-16,0.1,LIPO
1919-01-16,-0.9,LIPO
1919-02-15,-1.4,LIPO
1919-03-16,0.7,LIPO
1919-04-16,0.4,LIPO
1919-05-16,-0.1,LIPO
1919-06-16,1.3,LIPO
1919-07-16,1.6,LIPO
1919-08-16,0.9,LIPO
1919-09-16,-1.4,LIPO
1919-10-16,-0.1,LIPO
1919-11-16,-0.6,LIPO
1919-12-16,0.3,LIPO
1920-01-16,0.1,LIPO
1920-02-15,-0.2,LIPO
1920-03-16,-1.1,LIPO
1920-04-16,-0.5,LIPO
1920-05-16,-0.6,LIPO
1920-06-16,0.7,LIPO
1920-07-16,-0.1,LIPO
1920-08-16,0.4,LIPO
1920-09-16,0.4,LIPO
1920-10-16,-1,LIPO
1920-11-16,-1.2,LIPO
1920-12-16,-0.7,LIPO
1921-01-16,1.8,LIPO
1921-02-15,-0.4,LIPO
1921-03-16,-2.1,LIPO
1921-04-16,-0.1,LIPO
1921-05-16,-1.1,LIPO
1921-06-16,0.5,LIPO
1921-07-16,-1.6,LIPO
1921-08-16,-0.5,LIPO
1921-09-16,-0.1,LIPO
1921-10-16,-0.6,LIPO
1921-11-16,0.2,LIPO
1921-12-16,1.5,LIPO
1922-01-16,1,LIPO
1922-02-15,-0.1,LIPO
1922-03-16,-0.1,LIPO
1922-04-16,0.3,LIPO
1922-05-16,-0.9,LIPO
1922-06-16,-0.9,LIPO
1922-07-16,1,LIPO
1922-08-16,-0.1,LIPO
1922-09-16,0.7,LIPO
1922-10-16,0.2,LIPO
1922-11-16,0.4,LIPO
1922-12-16,1,LIPO
1923-01-16,-0.4,LIPO
1923-02-15,0.3,LIPO
1923-03-16,-1.3,LIPO
1923-04-16,0.3,LIPO
1923-05-16,0.9,LIPO
1923-06-16,1.7,LIPO
1923-07-16,-0.2,LIPO
1923-08-16,0.8,LIPO
1923-09-16,-0.7,LIPO
1923-10-16,0.4,LIPO
1923-11-16,-0.9,LIPO
1923-12-16,0.2,LIPO
1924-01-16,0.5,LIPO
1924-02-15,0.7,LIPO
1924-03-16,-0.4,LIPO
1924-04-16,1.5,LIPO
1924-05-16,-0.4,LIPO
1924-06-16,0,LIPO
1924-07-16,0.7,LIPO
1924-08-16,1,LIPO
1924-09-16,0.1,LIPO
1924-10-16,-0.7,LIPO
1924-11-16,0.2,LIPO
1924-12-16,-1.1,LIPO
1925-01-16,-1,LIPO
1925-02-15,-1.1,LIPO
1925-03-16,0.6,LIPO
1925-04-16,0.2,LIPO
1925-05-16,-1.5,LIPO
1925-06-16,1.4,LIPO
1925-07-16,-0.6,LIPO
1925-08-16,1.6,LIPO
1925-09-16,2,LIPO
1925-10-16,0.6,LIPO
1925-11-16,-1.1,LIPO
1925-12-16,0.6,LIPO
1926-01-16,-0.2,LIPO
1926-02-15,-1.6,LIPO
1926-03-16,1.2,LIPO
1926-04-16,-0.3,LIPO
1926-05-16,0.3,LIPO
1926-06-16,1.6,LIPO
1926-07-16,0.7,LIPO
1926-08-16,1.2,LIPO
1926-09-16,0.5,LIPO
1926-10-16,0.7,LIPO
1926-11-16,-1.2,LIPO
1926-12-16,0.2,LIPO
1927-01-16,0.4,LIPO
1927-02-15,0.3,LIPO
1927-03-16,-0.1,LIPO
1927-04-16,1.8,LIPO
1927-05-16,1.3,LIPO
1927-06-16,1.1,LIPO
1927-07-16,1,LIPO
1927-08-16,1,LIPO
1927-09-16,-0.1,LIPO
1927-10-16,0.9,LIPO
1927-11-16,0.1,LIPO
1927-12-16,-0.8,LIPO
1928-01-16,0,LIPO
1928-02-15,1.5,LIPO
1928-03-16,-0.4,LIPO
1928-04-16,0.7,LIPO
1928-05-16,1,LIPO
1928-06-16,1,LIPO
1928-07-16,-1,LIPO
1928-08-16,0.6,LIPO
1928-09-16,0,LIPO
1928-10-16,0.2,LIPO
1928-11-16,-0.4,LIPO
1928-12-16,-0.5,LIPO
1929-01-16,0.1,LIPO
1929-02-15,0.4,LIPO
1929-03-16,0.4,LIPO
1929-04-16,1.4,LIPO
1929-05-16,-0.7,LIPO
1929-06-16,0.4,LIPO
1929-07-16,-0.5,LIPO
1929-08-16,-1.4,LIPO
1929-09-16,-0.6,LIPO
1929-10-16,0.2,LIPO
1929-11-16,-0.2,LIPO
1929-12-16,-0.1,LIPO
1930-01-16,-1.6,LIPO
1930-02-15,-1.2,LIPO
1930-03-16,0,LIPO
1930-04-16,-0.1,LIPO
1930-05-16,1.4,LIPO
1930-06-16,-1.8,LIPO
1930-07-16,1.3,LIPO
1930-08-16,1.4,LIPO
1930-09-16,1.2,LIPO
1930-10-16,1.5,LIPO
1930-11-16,1.2,LIPO
1930-12-16,-1,LIPO
1931-01-16,0.8,LIPO
1931-02-15,0.4,LIPO
1931-03-16,1,LIPO
1931-04-16,2.1,LIPO
1931-05-16,-1.7,LIPO
1931-06-16,0.4,LIPO
1931-07-16,0.6,LIPO
1931-08-16,0.5,LIPO
1931-09-16,2.2,LIPO
1931-10-16,0.6,LIPO
1931-11-16,-0.9,LIPO
1931-12-16,-0.2,LIPO
1932-01-16,-1,LIPO
1932-02-15,0.2,LIPO
1932-03-16,0.4,LIPO
1932-04-16,0.6,LIPO
1932-05-16,0.7,LIPO
1932-06-16,-0.5,LIPO
1932-07-16,-0.5,LIPO
1932-08-16,0,LIPO
1932-09-16,-0.3,LIPO
1932-10-16,0.9,LIPO
1932-11-16,-1.9,LIPO
1932-12-16,-1.6,LIPO
1933-01-16,-1,LIPO
1933-02-15,1,LIPO
1933-03-16,-0.9,LIPO
1933-04-16,1.1,LIPO
1933-05-16,1.5,LIPO
1933-06-16,1.3,LIPO
1933-07-16,-0.3,LIPO
1933-08-16,0.2,LIPO
1933-09-16,0.5,LIPO
1933-10-16,0.1,LIPO
1933-11-16,-0.9,LIPO
1933-12-16,-1.2,LIPO
1934-01-16,-1.3,LIPO
1934-02-15,0.1,LIPO
1934-03-16,-0.4,LIPO
1934-04-16,-1.2,LIPO
1934-05-16,-0.1,LIPO
1934-06-16,-0.7,LIPO
1934-07-16,-0.1,LIPO
1934-08-16,1,LIPO
1934-09-16,-1.1,LIPO
1934-10-16,0.5,LIPO
1934-11-16,0.1,LIPO
1934-12-16,-0.9,LIPO
1935-01-16,-0.4,LIPO
1935-02-15,1.5,LIPO
1935-03-16,-0.1,LIPO
1935-04-16,0.6,LIPO
1935-05-16,0.2,LIPO
1935-06-16,-0.6,LIPO
1935-07-16,1.7,LIPO
1935-08-16,-0.7,LIPO
1935-09-16,0.2,LIPO
1935-10-16,1.3,LIPO
1935-11-16,-0.4,LIPO
1935-12-16,-1.3,LIPO
1936-01-16,-1.5,LIPO
1936-02-15,0.5,LIPO
1936-03-16,-1.2,LIPO
1936-04-16,1,LIPO
1936-05-16,-0.7,LIPO
1936-06-16,-0.2,LIPO
1936-07-16,0.2,LIPO
1936-08-16,-0.4,LIPO
1936-09-16,0,LIPO
1936-10-16,1.8,LIPO
1936-11-16,-0.5,LIPO
1936-12-16,-0.7,LIPO
1937-01-16,-0.3,LIPO
1937-02-15,0.8,LIPO
1937-03-16,1,LIPO
1937-04-16,0.7,LIPO
1937-05-16,-1.7,LIPO
1937-06-16,0.1,LIPO
1937-07-16,0.7,LIPO
1937-08-16,0.5,LIPO
1937-09-16,-0.5,LIPO
1937-10-16,-0.7,LIPO
1937-11-16,0.5,LIPO
1937-12-16,0.5,LIPO
1938-01-16,0.7,LIPO
1938-02-15,-0.6,LIPO
1938-03-16,0.2,LIPO
1938-04-16,1.8,LIPO
1938-05-16,0,LIPO
1938-06-16,-0.9,LIPO
1938-07-16,0,LIPO
1938-08-16,-0.8,LIPO
1938-09-16,0,LIPO
1938-10-16,0,LIPO
1938-11-16,-1.1,LIPO
1938-12-16,-0.5,LIPO
1939-01-16,0.7,LIPO
1939-02-15,-0.9,LIPO
1939-03-16,1.4,LIPO
1939-04-16,0.6,LIPO
1939-05-16,0.9,LIPO
1939-06-16,-1.1,LIPO
1939-07-16,0.3,LIPO
1939-08-16,-0.5,LIPO
1939-09-16,-0.1,LIPO
1939-10-16,1.3,LIPO
1939-11-16,-0.5,LIPO
1939-12-16,0.5,LIPO
1940-01-16,0.8,LIPO
1940-02-15,0.6,LIPO
1940-03-16,1.8,LIPO
1940-04-16,-0.6,LIPO
1940-05-16,0.6,LIPO
1940-06-16,-1.4,LIPO
1940-07-16,0.4,LIPO
1940-08-16,1.1,LIPO
1940-09-16,0.9,LIPO
1940-10-16,0.1,LIPO
1940-11-16,-0.4,LIPO
1940-12-16,-0.1,LIPO
1941-01-16,0.5,LIPO
1941-02-15,-0.5,LIPO
1941-03-16,0.4,LIPO
1941-04-16,0.8,LIPO
1941-05-16,1.1,LIPO
1941-06-16,-1,LIPO
1941-07-16,-0.6,LIPO
1941-08-16,1.8,LIPO
1941-09-16,0.4,LIPO
1941-10-16,1.2,LIPO
1941-11-16,0.2,LIPO
1941-12-16,0.4,LIPO
1942-01-16,-1.2,LIPO
1942-02-15,-1.3,LIPO
1942-03-16,0.3,LIPO
1942-04-16,0,LIPO
1942-05-16,0.4,LIPO
1942-06-16,0,LIPO
1942-07-16,1.4,LIPO
1942-08-16,-1.4,LIPO
1942-09-16,-0.6,LIPO
1942-10-16,0.5,LIPO
1942-11-16,0.6,LIPO
1942-12-16,-0.5,LIPO
1943-01-16,-0.1,LIPO
1943-02-15,-0.2,LIPO
1943-03-16,-1.9,LIPO
1943-04-16,-0.5,LIPO
1943-05-16,-0.5,LIPO
1943-06-16,0.6,LIPO
1943-07-16,0.4,LIPO
1943-08-16,-0.3,LIPO
1943-09-16,0.4,LIPO
1943-10-16,-1.7,LIPO
1943-11-16,-0.1,LIPO
1943-12-16,-0.8,LIPO
1944-01-16,0,LIPO
1944-02-15,0.4,LIPO
1944-03-16,1.6,LIPO
1944-04-16,-0.2,LIPO
1944-05-16,0.9,LIPO
1944-06-16,0.5,LIPO
1944-07-16,-1.2,LIPO
1944-08-16,-1.5,LIPO
1944-09-16,-1.2,LIPO
1944-10-16,-0.7,LIPO
1944-11-16,1.4,LIPO
1944-12-16,-1.2,LIPO
1945-01-16,0.4,LIPO
1945-02-15,1.3,LIPO
1945-03-16,0.4,LIPO
1945-04-16,1.1,LIPO
1945-05-16,-0.3,LIPO
1945-06-16,0.5,LIPO
1945-07-16,-0.1,LIPO
1945-08-16,1.4,LIPO
1945-09-16,-0.5,LIPO
1945-10-16,0.3,LIPO
1945-11-16,1.1,LIPO
1945-12-16,0.4,LIPO
1946-01-16,-0.6,LIPO
1946-02-15,1.6,LIPO
1946-03-16,-0.1,LIPO
1946-04-16,-0.6,LIPO
1946-05-16,-1.4,LIPO
1946-06-16,1.3,LIPO
1946-07-16,0.3,LIPO
1946-08-16,0.7,LIPO
1946-09-16,0.2,LIPO
1946-10-16,0.8,LIPO
1946-11-16,0.5,LIPO
1946-12-16,0.1,LIPO
1947-01-16,-1.2,LIPO
1947-02-15,0.5,LIPO
1947-03-16,1.3,LIPO
1947-04-16,-0.2,LIPO
1947-05-16,-2.1,LIPO
1947-06-16,-1,LIPO
1947-07-16,-0.5,LIPO
1947-08-16,0.6,LIPO
1947-09-16,-1.6,LIPO
1947-10-16,-0.3,LIPO
